feature_id,rank,token_text,active_occurrences,activation_sum,mean_activation
4672,21,elements,232,620.4271034002304,2.674254756035476
4672,22,numbers,152,603.6046532392502,3.971083244995067
4672,23,Category,78,583.9470553398132,7.486500709484785
4672,24,categories,86,569.6097402572632,6.623369072758874
4672,25,integers,83,560.0933451652527,6.748112592352442
4672,26,"
",218,551.9292724728584,2.531785653545222
4672,27,image,140,548.9793041944504,3.921280744246074
4672,28,filename,152,509.2177495956421,3.35011677365554
4672,29,string,216,506.2223953008652,2.3436222004669682
4672,30,quency,86,447.9923176765442,5.209212996238886
7123,1,ft,87,1627.1567432880402,18.702951072276324
7123,2,t,160,1383.2827385663986,8.645517116039992
7123,3,lt,35,1029.0279378890991,29.40079822540283
7123,4,ca,91,870.1896924972534,9.56252409337641
7123,5,yt,140,868.5639278888702,6.204028056349073
7123,6,T,242,796.2031842470169,3.2900958026736236
7123,7,CA,51,747.1304712295532,14.649617082932416
7123,8,k,41,728.6019488573074,17.770779240422133
7123,9,tp,70,534.4126143455505,7.6344659192221505
7123,10,.,155,523.0990892648697,3.3748328339669014
7123,11,c,110,513.0916274785995,4.6644693407145414
7123,12,tools,122,430.31248712539673,3.5271515338147275
7123,13,f,68,428.6125272512436,6.303125400753582
7123,14,urt,65,425.77550745010376,6.550392422309288
7123,15,F,57,410.57045352458954,7.202990412712097
7123,16,alt,97,363.29052674770355,3.7452631623474595
7123,17,tz,60,309.3170839548111,5.155284732580185
7123,18,dt,48,288.5674743652344,6.01182238260905
7123,19,sa,17,286.4024887084961,16.84720521814683
7123,20,ff,41,286.3763060569763,6.984787952609178
7123,21,TP,37,284.85115909576416,7.698679975561194
7123,22,pt,26,282.8975896835327,10.88067652628972
7123,23,ng,45,248.5232639312744,5.522739198472765
7123,24,DLL,70,229.1110156774521,3.273014509677887
7123,25,token,29,226.35753345489502,7.805432188099828
7123,26,ctu,56,218.20800375938416,3.8965714957032884
7123,27,_,69,215.24199295043945,3.119449173194775
7123,28,mk,41,200.03080892562866,4.87880021769826
7123,29,gram,34,187.7369921207428,5.521676238845377
7123,30,-,36,186.06549215316772,5.168485893143548
